,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
9,2010,Cardano,ADA,cardano,1666,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,36035240284.4779,44994357503.72673,False,16224369426.31,,10,37997904336.0,13701541072.605421,,2026-01-23T06:54:00.000Z,0.3605867563497258,396004157.78777015,-44.6612,0.01900501,-1.36917968,-8.45996408,1.08670931,-12.62976394,-44.66842348,12993830408.462856,0.4302,16226404035.74,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
10,1831,Bitcoin Cash,BCH,bitcoin-cash,1124,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19984578.125,19984578.125,False,11907027904.96,,11,,,,2026-01-23T06:54:00.000Z,595.8108212482273,307017722.4405319,-33.7775,0.19915422,0.13230373,-0.70793588,3.95786912,9.45092394,17.05988418,11907027904.955608,0.3942,12512027246.21,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
11,328,Monero,XMR,monero,353,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",,18446744.07370955,18446744.07370955,True,9793480915.67,,12,,,,2026-01-23T06:54:00.000Z,530.9056642482673,105767111.19725934,-34.1913,1.2871177,3.79354404,-22.1592352,23.80808977,38.59696239,62.18673989,9793480915.670557,0.3242,9793480915.67,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
12,1975,Chainlink,LINK,chainlink,2194,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'privacy', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,12288970139.4,,13,,,,2026-01-23T06:55:00.000Z,12.288970139395206,284982152.8383492,-45.4187,-0.29237578,-1.42611427,-10.95193793,0.86549561,-2.4704071,-31.15514022,8701819392.598465,0.2881,12288970139.4,,2026-01-23T06:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2026-01-23 12:26:05.834147
13,3957,UNUS SED LEO,LEO,unus-sed-leo,65,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921693173.9,985239504.0,False,8754840167.53,,14,,,,2026-01-23T06:55:00.000Z,8.88600196397303,1407538.41555419,39.1813,-0.20568585,-0.30078325,-0.09620525,10.39368843,-6.13771422,-0.89142241,8190167353.455935,0.2712,8754840167.53,,2026-01-23T06:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2026-01-23 12:26:05.834147
14,512,Stellar,XLM,stellar,799,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'iso-20022']",50001806812.0,32421784030.082405,50001786883.65895,False,10580469516.34,,15,31531408660.0,6672103717.22661,,2026-01-23T06:54:00.000Z,0.21160182816984904,117702722.10881796,-36.7519,0.07050602,-1.34906209,-7.12236245,-1.13870768,-14.7326925,-33.6609059,6860508773.293453,0.2271,10580473733.21,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
0,1,Bitcoin,BTC,bitcoin,12524,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19979612.0,19979612.0,False,1786356331712.37,,1,,,,2026-01-23T06:55:00.000Z,89408.96007952337,34861287504.87214,-33.217,-0.04449173,-0.74308396,-6.55941144,2.82830358,2.9213882,-19.75060059,1786356331712.3662,59.1433,1877588161669.99,,2026-01-23T06:55:00.000Z,,,,,,2026-01-23 12:27:06.313128
1,1027,Ethereum,ETH,ethereum,11442,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem']",,120694468.89581029,120694468.89581029,True,354749795805.05,,2,,,,2026-01-23T06:55:00.000Z,2939.2382190378985,21309972986.296795,-37.0906,-0.83460083,-2.54886936,-11.28017481,0.28730206,3.70911134,-25.22733337,354749795805.04645,11.7452,354749795805.05,,2026-01-23T06:55:00.000Z,,,,,,2026-01-23 12:27:06.313128
2,825,Tether USDt,USDT,tether,167965,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,186917302715.80444,189486597068.5769,True,189240289903.65,,3,,,,2026-01-23T06:55:00.000Z,0.9987001341058305,82138060421.96463,-25.0614,-0.00667068,-0.02439575,-0.09010979,-0.05008114,-0.10671545,-0.15760797,186674335288.974,6.1805,189240289903.65,,2026-01-23T06:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-01-23 12:27:06.313128
3,1839,BNB,BNB,bnb,3098,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",136360650.32,136360648.32,136360648.32,False,121351333027.26,,4,,,,2026-01-23T06:56:00.000Z,889.9292759482953,1868912438.6857378,-40.9892,0.05137367,0.0046353,-4.83519788,6.21712691,4.44366557,-20.19611742,121351333027.25772,4.0177,121351334807.12,,2026-01-23T06:56:00.000Z,,,,,,2026-01-23 12:27:06.313128
4,52,XRP,XRP,xrp,1784,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60789498738.0,99985727631.0,False,190825579053.0,,5,,,,2026-01-23T06:55:00.000Z,1.9085281827147262,2243842329.2493286,-48.1563,0.09309963,-2.29134928,-7.90740574,3.19911542,-7.77416876,-24.86552063,116018471554.57428,3.8412,190852818271.47,,2026-01-23T06:55:00.000Z,,,,,,2026-01-23 12:27:06.313128
5,3408,USDC,USDC,usd-coin,36690,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,73611649961.01012,73611649961.01012,False,73584338291.33,,6,60901219650.23,60878623851.94492,,2026-01-23T06:55:00.000Z,0.9996289762600018,14182089532.741835,-21.8899,-0.00122389,-0.01142004,-0.02060942,-0.02006149,-0.02695165,-0.03575831,73584338291.33414,2.4363,73584338291.33,,2026-01-23T06:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-01-23 12:27:06.313128
6,5426,Solana,SOL,solana,1074,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,565827495.3460941,618907744.6383497,True,79168795063.19,,7,525236893.3,67186704844.987656,,2026-01-23T06:55:00.000Z,127.91695652386811,3267151159.4916134,-36.0405,-0.31510672,-1.71021757,-10.70243197,5.37209388,-2.35538506,-34.14871127,72378931122.19551,2.3963,79168795063.19,,2026-01-23T06:55:00.000Z,,,,,,2026-01-23 12:27:06.313128
7,1958,TRON,TRX,tron,1281,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94711548607.77277,94711545770.78847,True,29196238678.67,,8,94667886298.43,29182779998.78862,,2026-01-23T06:55:00.000Z,0.30826483129445975,720523252.9413838,3.2281,-0.21414387,2.7055149,-0.45966368,9.24089788,11.3512064,4.32524511,29196239553.212097,0.9666,29196238678.67,,2026-01-23T06:55:00.000Z,,,,,,2026-01-23 12:27:06.313128
8,74,Dogecoin,DOGE,dogecoin,1381,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168432843126.57907,168432843126.57907,True,21068407605.58,,9,,,,2026-01-23T06:55:00.000Z,0.12508491345566583,835477728.0052136,-43.4247,-0.00441309,-1.21161554,-10.76762284,-1.55651328,-14.51049788,-37.00914592,21068407605.579884,0.6975,21068407605.58,,2026-01-23T06:55:00.000Z,,,,,,2026-01-23 12:27:06.313128
9,2010,Cardano,ADA,cardano,1666,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,36035240284.4779,44994357503.72673,False,16213871605.5,,10,37997904336.0,13692675623.404089,,2026-01-23T06:55:00.000Z,0.3603534421878989,395548428.9126838,-44.6878,0.03962759,-1.39095604,-8.51333483,1.01921096,-12.68537342,-44.70418619,12985422876.57965,0.4299,16215904898.46,,2026-01-23T06:55:00.000Z,,,,,,2026-01-23 12:27:06.313128
10,1831,Bitcoin Cash,BCH,bitcoin-cash,1124,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19984578.125,19984578.125,False,11906997650.76,,11,,,,2026-01-23T06:55:00.000Z,595.8093073712067,307639003.53855175,-33.3999,0.16177655,0.16121944,-0.69669209,3.96856717,9.47197862,17.06532159,11906997650.76202,0.3942,12511995454.8,,2026-01-23T06:55:00.000Z,,,,,,2026-01-23 12:27:06.313128
11,328,Monero,XMR,monero,353,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",,18446744.07370955,18446744.07370955,True,9781953461.7,,12,,,,2026-01-23T06:55:00.000Z,530.2807597164275,105739293.13989997,-34.1178,1.07509455,3.88085371,-22.09915837,23.6831853,38.44240017,62.06082877,9781953461.701208,0.3239,9781953461.7,,2026-01-23T06:55:00.000Z,,,,,,2026-01-23 12:27:06.313128
12,1975,Chainlink,LINK,chainlink,2194,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'privacy', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,12287713925.75,,13,,,,2026-01-23T06:56:00.000Z,12.287713925746282,285147591.13957113,-45.3717,-0.28772113,-1.43368446,-10.96018786,0.86433953,-2.47957578,-31.16321212,8700929867.75078,0.2881,12287713925.75,,2026-01-23T06:56:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2026-01-23 12:27:06.313128
13,3957,UNUS SED LEO,LEO,unus-sed-leo,65,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921693173.9,985239504.0,False,8751381596.43,,14,,,,2026-01-23T06:56:00.000Z,8.882491577836563,1407160.90768597,39.1406,-0.24399297,-0.3422929,-0.13439829,10.35120679,-6.17482812,-0.93016027,8186931854.5162,0.2711,8751381596.43,,2026-01-23T06:56:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2026-01-23 12:27:06.313128
14,512,Stellar,XLM,stellar,799,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'iso-20022']",50001806812.0,32421784030.082405,50001786883.65895,False,10573581284.97,,15,31531408660.0,6667759959.696592,,2026-01-23T06:55:00.000Z,0.21146406846564883,117595561.01167206,-36.828,0.06593117,-1.38396538,-7.16595029,-1.199564,-14.77352142,-33.70271694,6856042357.915826,0.227,10573585499.1,,2026-01-23T06:55:00.000Z,,,,,,2026-01-23 12:27:06.313128
0,1,Bitcoin,BTC,bitcoin,12524,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19979612.0,19979612.0,False,1786356331712.37,,1,,,,2026-01-23T06:55:00.000Z,89408.96007952337,34861287504.87214,-33.217,-0.04449173,-0.74308396,-6.55941144,2.82830358,2.9213882,-19.75060059,1786356331712.3662,59.1433,1877588161669.99,,2026-01-23T06:55:00.000Z,,,,,,2026-01-23 12:27:06.313128
1,1027,Ethereum,ETH,ethereum,11442,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem']",,120694468.89581029,120694468.89581029,True,354749795805.05,,2,,,,2026-01-23T06:55:00.000Z,2939.2382190378985,21309972986.296795,-37.0906,-0.83460083,-2.54886936,-11.28017481,0.28730206,3.70911134,-25.22733337,354749795805.04645,11.7452,354749795805.05,,2026-01-23T06:55:00.000Z,,,,,,2026-01-23 12:27:06.313128
2,825,Tether USDt,USDT,tether,167965,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,186917302715.80444,189486597068.5769,True,189240289903.65,,3,,,,2026-01-23T06:55:00.000Z,0.9987001341058305,82138060421.96463,-25.0614,-0.00667068,-0.02439575,-0.09010979,-0.05008114,-0.10671545,-0.15760797,186674335288.974,6.1805,189240289903.65,,2026-01-23T06:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-01-23 12:27:06.313128
3,1839,BNB,BNB,bnb,3098,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",136360650.32,136360648.32,136360648.32,False,121351333027.26,,4,,,,2026-01-23T06:56:00.000Z,889.9292759482953,1868912438.6857378,-40.9892,0.05137367,0.0046353,-4.83519788,6.21712691,4.44366557,-20.19611742,121351333027.25772,4.0177,121351334807.12,,2026-01-23T06:56:00.000Z,,,,,,2026-01-23 12:27:06.313128
4,52,XRP,XRP,xrp,1784,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60789498738.0,99985727631.0,False,190825579053.0,,5,,,,2026-01-23T06:55:00.000Z,1.9085281827147262,2243842329.2493286,-48.1563,0.09309963,-2.29134928,-7.90740574,3.19911542,-7.77416876,-24.86552063,116018471554.57428,3.8412,190852818271.47,,2026-01-23T06:55:00.000Z,,,,,,2026-01-23 12:27:06.313128
5,3408,USDC,USDC,usd-coin,36690,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,73611649961.01012,73611649961.01012,False,73584338291.33,,6,60901219650.23,60878623851.94492,,2026-01-23T06:55:00.000Z,0.9996289762600018,14182089532.741835,-21.8899,-0.00122389,-0.01142004,-0.02060942,-0.02006149,-0.02695165,-0.03575831,73584338291.33414,2.4363,73584338291.33,,2026-01-23T06:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-01-23 12:27:06.313128
